,nombre,serving_size,kcal,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
517,Alcaparras enlatadas,100 g,23,0.9g,0.2g,0,2348.00 mg,6.5 mg,23.00 mcg,0.00 mcg,0.652 mg,0.027 mg,0.139 mg,0.018 mg,138.00 IU,7.00 mcg,0.00 mcg,83.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.023 mg,4.3 mg,0.00 IU,0.88 mg,0.88 mg,24.6 mcg,40.00 mg,0.374 mg,1.67 mg,33.00 mg,0.078 mg,10.00 mg,40.00 mg,1.2 mcg,0.32 mg,2.36 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89 g,3.2 g,0.41 g,0,0,0,0,0,0,0.86 g,0.233 g,0.063 g,0.304 g,0.00 mg,0.0 g,8.04 g,0.00 mg,0.00 mg,83.85 g
530,Espárragos,100 g,20,0.1g,,0,2.00 mg,16.0 mg,52.00 mcg,0.00 mcg,0.978 mg,0.274 mg,0.141 mg,0.143 mg,756.00 IU,38.00 mcg,9.00 mcg,449.00 mcg,0.00 mcg,710.00 mcg,0,0.00 mcg,0.091 mg,5.6 mg,0.00 IU,1.13 mg,1.13 mg,41.6 mcg,24.00 mg,0.189 mg,2.14 mg,14.00 mg,0.158 mg,52.00 mg,202.00 mg,2.3 mcg,0.54 mg,2.20 g,0.115 g,0.091 g,0.508 g,0.031 g,0.233 g,0.093 g,0.049 g,0,0.075 g,0.128 g,0.104 g,0.031 g,0.075 g,0.071 g,0.106 g,0.084 g,0.027 g,0.052 g,0.115 g,3.88 g,2.1 g,1.88 g,1.00 g,0.00 g,0.65 g,0.00 g,0.00 g,0.23 g,0.12 g,0.040 g,0.000 g,0.050 g,0.00 mg,0.0 g,0.58 g,0.00 mg,0.00 mg,93.22 g
531,Albaricoques,100 g,48,0.4g,,0,1.00 mg,2.8 mg,9.00 mcg,0.00 mcg,0.600 mg,0.240 mg,0.040 mg,0.030 mg,1926.00 IU,96.00 mcg,19.00 mcg,1094.00 mcg,104.00 mcg,89.00 mcg,0,0.00 mcg,0.054 mg,10.0 mg,0.00 IU,0.89 mg,0.89 mg,3.3 mcg,13.00 mg,0.078 mg,0.39 mg,10.00 mg,0.077 mg,23.00 mg,259.00 mg,0.1 mcg,0.20 mg,1.40 g,0.068 g,0.045 g,0.314 g,0.003 g,0.157 g,0.040 g,0.027 g,0,0.041 g,0.077 g,0.097 g,0.006 g,0.052 g,0.101 g,0.083 g,0.047 g,0.015 g,0.029 g,0.047 g,11.12 g,2.0 g,9.24 g,0.94 g,0.00 g,2.37 g,0.00 g,0.06 g,5.87 g,0.39 g,0.027 g,0.170 g,0.077 g,0.00 mg,0.0 g,0.75 g,0.00 mg,0.00 mg,86.35 g
532,Brócoli crudo,100 g,34,0.4g,,0,33.00 mg,18.7 mg,63.00 mcg,0.00 mcg,0.639 mg,0.573 mg,0.117 mg,0.071 mg,623.00 IU,31.00 mcg,25.00 mcg,361.00 mcg,1.00 mcg,1403.00 mcg,0,0.00 mcg,0.175 mg,89.2 mg,0.00 IU,0.78 mg,0.78 mg,101.6 mcg,47.00 mg,0.049 mg,0.73 mg,21.00 mg,0.210 mg,66.00 mg,316.00 mg,2.5 mcg,0.41 mg,2.82 g,0.104 g,0.191 g,0.325 g,0.028 g,0.542 g,0.089 g,0.059 g,0,0.079 g,0.129 g,0.135 g,0.038 g,0.117 g,0.110 g,0.121 g,0.088 g,0.033 g,0.050 g,0.125 g,6.64 g,2.6 g,1.70 g,0.68 g,0.00 g,0.49 g,0.21 g,0.21 g,0.10 g,0.37 g,0.039 g,0.011 g,0.038 g,0.00 mg,0.0 g,0.87 g,0.00 mg,0.00 mg,89.30 g
533,Queso manchego,100 g,371,30g,19g,94mg,560.00 mg,15.4 mg,20.00 mcg,0.00 mcg,0.118 mg,0.288 mg,0.351 mg,0.014 mg,1080.00 IU,292.00 mcg,0.00 mcg,76.00 mcg,0.00 mcg,0.00 mcg,0,1.26 mcg,0.065 mg,0.0 mg,22.00 IU,0.26 mg,0.26 mg,2.5 mcg,674.00 mg,0.024 mg,0.43 mg,24.00 mg,0.012 mg,451.00 mg,136.00 mg,14.5 mcg,2.60 mg,23.24 g,0.670 g,0.874 g,1.588 g,0.131 g,5.515 g,0.437 g,0.823 g,0,1.137 g,2.244 g,2.124 g,0.565 g,1.231 g,2.575 g,1.289 g,0.882 g,0.324 g,1.115 g,1.472 g,2.79 g,0.0 g,0.51 g,0,0,0,0,0,0,29.68 g,18.764 g,8.598 g,0.784 g,94.00 mg,0.0 g,3.18 g,0.00 mg,0.00 mg,41.11 g
536,carne de res bolognesa,100 g,299,26g,10g,57mg,1013.00 mg,29.7 mg,3.00 mcg,0.00 mcg,2.321 mg,0.385 mg,0.065 mg,0.030 mg,90.00 IU,19.00 mcg,6.00 mcg,11.00 mcg,11.00 mcg,0.00 mcg,0,1.19 mcg,0.157 mg,15.2 mg,28.00 IU,0.56 mg,0.56 mg,2.4 mcg,21.00 mg,0.053 mg,1.29 mg,13.00 mg,0.040 mg,154.00 mg,351.00 mg,11.6 mcg,1.93 mg,10.91 g,0.676 g,0.743 g,1.063 g,0.111 g,1.783 g,0.537 g,0.409 g,0.075 g,0.508 g,0.940 g,1.045 g,0.295 g,0.437 g,0.489 g,0.449 g,0.514 g,0.122 g,0.406 g,0.545 g,4.29 g,0.0 g,2.05 g,0.00 g,0.00 g,1.65 g,0.00 g,0.40 g,0.00 g,26.13 g,10.487 g,12.198 g,1.182 g,57.00 mg,0.0 g,3.37 g,0.00 mg,0.00 mg,55.31 g
537,Morcilla,100 g,379,35g,13g,120mg,680.00 mg,72.8 mg,5.00 mcg,0.00 mcg,1.200 mg,0.600 mg,0.130 mg,0.070 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,1.00 mcg,0.040 mg,0.0 mg,52.00 IU,0.13 mg,0.13 mg,0.0 mcg,6.00 mg,0.040 mg,6.40 mg,8.00 mg,0.010 mg,22.00 mg,38.00 mg,15.5 mcg,1.30 mg,14.60 g,1.050 g,0.680 g,1.350 g,0.180 g,2.120 g,0.910 g,0.710 g,0,0.320 g,1.390 g,1.050 g,0.200 g,0.820 g,1.000 g,0.680 g,0.570 g,0.180 g,0.340 g,1.020 g,1.29 g,0.0 g,1.29 g,0,0,0,0,0,1.30 g,34.50 g,13.400 g,15.900 g,3.460 g,120.00 mg,0.0 g,2.31 g,0.00 mg,0.00 mg,47.30 g
538,almendras,100 g,579,50g,3.8g,0,1.00 mg,52.1 mg,44.00 mcg,0.00 mcg,3.618 mg,0.471 mg,1.138 mg,0.205 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,1.00 mcg,0,0.00 mcg,0.137 mg,0.0 mg,0.00 IU,25.63 mg,25.63 mg,0.0 mcg,269.00 mg,1.031 mg,3.71 mg,270.00 mg,2.179 mg,481.00 mg,733.00 mg,4.1 mcg,3.12 mg,21.15 g,0.999 g,2.465 g,2.639 g,0.215 g,6.206 g,1.429 g,0.539 g,0,0.751 g,1.473 g,0.568 g,0.157 g,1.132 g,0.969 g,0.912 g,0.601 g,0.211 g,0.450 g,0.855 g,21.55 g,12.5 g,4.35 g,0.11 g,0.07 g,0.17 g,0.00 g,0.04 g,3.95 g,49.93 g,3.802 g,31.551 g,12.329 g,0.00 mg,0.0 g,2.97 g,0.00 mg,0.00 mg,4.41 g
545,Aceite de avellana,100 g,884,100g,7.4g,0,0.00 mg,0,0.00 mcg,0.00 mcg,0.000 mg,0.000 mg,0.000 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.000 mg,0.0 mg,0,47.20 mg,47.20 mg,0,0.00 mg,0,0.00 mg,0.00 mg,0,0.00 mg,0.00 mg,0.0 mcg,0.00 mg,0.00 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.000 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,100.00 g,7.400 g,78.000 g,10.200 g,0.00 mg,0.0 g,0.00 g,0.00 mg,0.00 mg,0.00 g
548,Rábanos crudos,100 g,16,0.1g,,0,39.00 mg,6.5 mg,25.00 mcg,0.00 mcg,0.254 mg,0.165 mg,0.039 mg,0.012 mg,7.00 IU,0.00 mcg,0.00 mcg,4.00 mcg,0.00 mcg,10.00 mcg,0,0.00 mcg,0.071 mg,14.8 mg,0.00 IU,0.00 mg,0.00 mg,1.3 mcg,25.00 mg,0.050 mg,0.34 mg,10.00 mg,0.069 mg,20.00 mg,233.00 mg,0.6 mcg,0.28 mg,0.68 g,0.026 g,0.038 g,0.064 g,0.010 g,0.157 g,0.026 g,0.013 g,0,0.020 g,0.031 g,0.033 g,0.010 g,0.036 g,0.022 g,0.027 g,0.023 g,0.009 g,0.009 g,0.035 g,3.40 g,1.6 g,1.86 g,0.71 g,0.00 g,1.05 g,0.00 g,0.00 g,0.10 g,0.10 g,0.032 g,0.017 g,0.048 g,0.00 mg,0.0 g,0.55 g,0.00 mg,0.00 mg,95.27 g
550,Bagels de trigo,100 g,250,1.5g,,0,439.00 mg,9.8 mg,76.00 mcg,46.00 mcg,3.370 mg,0.375 mg,0.209 mg,0.403 mg,0.00 IU,0.00 mcg,0.00 mcg,2.00 mcg,0.00 mcg,88.00 mcg,0,0.00 mcg,0.147 mg,0.0 mg,0.00 IU,0.32 mg,0.32 mg,1.5 mcg,20.00 mg,0.175 mg,2.76 mg,51.00 mg,1.430 mg,142.00 mg,165.00 mg,28.7 mcg,1.10 mg,10.20 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.89 g,4.1 g,6.12 g,0,0,0,0,0,0,1.53 g,0.000 g,0.290 g,0.936 g,0.00 mg,0.0 g,1.82 g,0.00 mg,0.00 mg,37.55 g
555,Galletas de arroz,100 g,416,5g,,0,233.00 mg,33.4 mg,22.00 mcg,0.00 mcg,5.537 mg,1.624 mg,0.101 mg,0.436 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.554 mg,0.0 mg,0.00 IU,1.26 mg,1.26 mg,2.1 mcg,0.00 mg,0.301 mg,0.00 mg,156.00 mg,4.071 mg,362.00 mg,243.00 mg,25.5 mcg,2.20 mg,10.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.64 g,0.0 g,0.00 g,0,0,0,0,0,0,5.00 g,0.000 g,3.021 g,1.641 g,0.00 mg,0.0 g,2.24 g,0.00 mg,0.00 mg,0.11 g
556,Queso colby,100 g,394,32g,20g,95mg,604.00 mg,15.4 mg,18.00 mcg,0.00 mcg,0.093 mg,0.210 mg,0.375 mg,0.015 mg,994.00 IU,264.00 mcg,0.00 mcg,82.00 mcg,0.00 mcg,0.00 mcg,0,0.83 mcg,0.079 mg,0.0 mg,24.00 IU,0.28 mg,0.28 mg,2.7 mcg,685.00 mg,0.042 mg,0.76 mg,26.00 mg,0.012 mg,457.00 mg,127.00 mg,14.5 mcg,3.07 mg,23.76 g,0.670 g,0.898 g,1.527 g,0.119 g,5.813 g,0.410 g,0.834 g,0,1.475 g,2.275 g,1.978 g,0.622 g,1.251 g,2.678 g,1.389 g,0.845 g,0.305 g,1.147 g,1.586 g,2.57 g,0.0 g,0.52 g,0,0,0,0,0,0,32.11 g,20.218 g,9.280 g,0.953 g,95.00 mg,0.0 g,3.36 g,0.00 mg,0.00 mg,38.20 g
557,Queso crema,100 g,350,34g,20g,101mg,314.00 mg,27.2 mg,9.00 mcg,0.00 mcg,0.091 mg,0.517 mg,0.230 mg,0.023 mg,1111.00 IU,308.00 mcg,1.00 mcg,59.00 mcg,2.00 mcg,7.00 mcg,0,0.22 mcg,0.056 mg,0.0 mg,0.00 IU,0.86 mg,0.86 mg,2.1 mcg,97.00 mg,0.018 mg,0.11 mg,9.00 mg,0.011 mg,107.00 mg,132.00 mg,8.6 mcg,0.50 mg,6.15 g,0.184 g,0.235 g,0.514 g,0.042 g,1.304 g,0.142 g,0.175 g,0.000 g,0.324 g,0.657 g,0.567 g,0.191 g,0.291 g,0.665 g,0.374 g,0.233 g,0.069 g,0.303 g,0.395 g,5.52 g,0.0 g,3.76 g,0.00 g,0.00 g,0.00 g,3.76 g,0.00 g,0.00 g,34.44 g,20.213 g,8.907 g,1.483 g,101.00 mg,0.0 g,1.27 g,0.00 mg,0.00 mg,52.62 g
558,carne de cerdo bolognesa,100 g,247,20g,6.8g,59mg,907.00 mg,54.4 mg,5.00 mcg,0.00 mcg,3.900 mg,0.720 mg,0.157 mg,0.523 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.93 mcg,0.270 mg,0.0 mg,56.00 IU,0.26 mg,0.26 mg,0.3 mcg,11.00 mg,0.080 mg,0.77 mg,14.00 mg,0.036 mg,139.00 mg,281.00 mg,12.7 mcg,2.03 mg,15.30 g,0.979 g,1.004 g,1.403 g,0.171 g,2.296 g,1.077 g,0.482 g,0,0.663 g,1.168 g,1.204 g,0.412 g,0.585 g,0.773 g,0.634 g,0.641 g,0.149 g,0.482 g,0.737 g,0.73 g,0.0 g,0.00 g,0,0,0,0,0,0,19.87 g,6.839 g,9.732 g,2.107 g,59.00 mg,0.0 g,3.50 g,0.00 mg,0.00 mg,60.60 g
566,Queso suizo,100 g,393,31g,18g,93mg,187.00 mg,15.5 mg,10.00 mcg,0.00 mcg,0.064 mg,0.353 mg,0.302 mg,0.011 mg,1047.00 IU,288.00 mcg,1.00 mcg,61.00 mcg,2.00 mcg,8.00 mcg,0,3.06 mcg,0.071 mg,0.0 mg,0.00 IU,0.60 mg,0.60 mg,1.4 mcg,890.00 mg,0.047 mg,0.13 mg,33.00 mg,0.026 mg,574.00 mg,72.00 mg,30.0 mcg,4.37 mg,26.96 g,0.914 g,0.927 g,1.569 g,0.290 g,5.704 g,0.508 g,1.065 g,0,1.537 g,2.959 g,2.585 g,0.784 g,1.662 g,3.690 g,1.640 g,1.038 g,0.401 g,1.693 g,2.139 g,1.44 g,0.0 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,0.00 g,30.99 g,18.227 g,8.046 g,1.341 g,93.00 mg,0.0 g,2.97 g,0.00 mg,0.00 mg,37.63 g
567,Queso Gouda,100 g,356,27g,18g,114mg,819.00 mg,15.4 mg,21.00 mcg,0.00 mcg,0.063 mg,0.340 mg,0.334 mg,0.030 mg,563.00 IU,165.00 mcg,0.00 mcg,10.00 mcg,0.00 mcg,0.00 mcg,0,1.54 mcg,0.080 mg,0.0 mg,20.00 IU,0.24 mg,0.24 mg,2.3 mcg,700.00 mg,0.036 mg,0.24 mg,29.00 mg,0.011 mg,546.00 mg,121.00 mg,14.5 mcg,3.90 mg,24.94 g,0.762 g,0.962 g,1.743 g,0.254 g,6.137 g,0.485 g,1.032 g,0,1.306 g,2.564 g,2.654 g,0.719 g,1.431 g,3.245 g,1.544 g,0.930 g,0.352 g,1.454 g,1.806 g,2.22 g,0.0 g,2.22 g,0,0,0,0,0,0,27.44 g,17.614 g,7.747 g,0.657 g,114.00 mg,0.0 g,3.94 g,0.00 mg,0.00 mg,41.46 g
569,Queso azul,100 g,353,29g,19g,75mg,1146.00 mg,15.4 mg,36.00 mcg,0.00 mcg,1.016 mg,1.729 mg,0.382 mg,0.029 mg,721.00 IU,198.00 mcg,0.00 mcg,74.00 mcg,0.00 mcg,0.00 mcg,0,1.22 mcg,0.166 mg,0.0 mg,21.00 IU,0.25 mg,0.25 mg,2.4 mcg,528.00 mg,0.040 mg,0.31 mg,23.00 mg,0.009 mg,387.00 mg,256.00 mg,14.5 mcg,2.66 mg,21.40 g,0.644 g,0.711 g,1.436 g,0.107 g,5.179 g,0.406 g,0.758 g,0,1.124 g,1.919 g,1.852 g,0.584 g,1.087 g,2.100 g,1.120 g,0.785 g,0.312 g,1.295 g,1.556 g,2.34 g,0.0 g,0.50 g,0,0,0,0,0,0,28.74 g,18.669 g,7.778 g,0.800 g,75.00 mg,0.0 g,5.11 g,0.00 mg,0.00 mg,42.41 g
570,Queso brie,100 g,334,28g,17g,100mg,629.00 mg,15.4 mg,65.00 mcg,0.00 mcg,0.380 mg,0.690 mg,0.520 mg,0.070 mg,592.00 IU,174.00 mcg,0.00 mcg,9.00 mcg,0.00 mcg,0.00 mcg,0,1.65 mcg,0.235 mg,0.0 mg,20.00 IU,0.24 mg,0.24 mg,2.3 mcg,184.00 mg,0.019 mg,0.50 mg,20.00 mg,0.034 mg,188.00 mg,152.00 mg,14.5 mcg,2.38 mg,20.75 g,0.859 g,0.735 g,1.350 g,0.114 g,4.387 g,0.397 g,0.716 g,0,1.015 g,1.929 g,1.851 g,0.592 g,1.158 g,2.459 g,1.168 g,0.751 g,0.322 g,1.200 g,1.340 g,0.45 g,0.0 g,0.45 g,0,0,0,0,0,0,27.68 g,17.410 g,8.013 g,0.826 g,100.00 mg,0.0 g,2.70 g,0.00 mg,0.00 mg,48.42 g
572,Tomillo fresco,100 g,101,1.7g,0.5g,0,9.00 mg,0,45.00 mcg,0.00 mcg,1.824 mg,0.409 mg,0.471 mg,0.048 mg,4751.00 IU,238.00 mcg,0,2851.00 mcg,0,0,0,0.00 mcg,0.348 mg,160.1 mg,0.00 IU,0,0,0,405.00 mg,0.555 mg,17.45 mg,160.00 mg,1.719 mg,106.00 mg,609.00 mg,0,1.81 mg,5.56 g,0,0,0,0,0,0,0,0,0.285 g,0.262 g,0.126 g,0,0,0,0,0.154 g,0.114 g,0,0.307 g,24.45 g,14.0 g,0,0,0,0,0,0,0,1.68 g,0.467 g,0.081 g,0.532 g,0.00 mg,0,3.20 g,0,0,65.11 g
573,Albahaca fresca,100 g,23,0.6g,,0,4.00 mg,11.4 mg,68.00 mcg,0.00 mcg,0.902 mg,0.209 mg,0.076 mg,0.034 mg,5275.00 IU,264.00 mcg,0.00 mcg,3142.00 mcg,46.00 mcg,5650.00 mcg,0,0.00 mcg,0.155 mg,18.0 mg,0.00 IU,0.80 mg,0.80 mg,414.8 mcg,177.00 mg,0.385 mg,3.17 mg,64.00 mg,1.148 mg,56.00 mg,295.00 mg,0.3 mcg,0.81 mg,3.15 g,0.132 g,0.117 g,0.301 g,0.028 g,0.277 g,0.122 g,0.051 g,0,0.104 g,0.191 g,0.110 g,0.036 g,0.130 g,0.104 g,0.099 g,0.104 g,0.039 g,0.077 g,0.127 g,2.65 g,1.6 g,0.30 g,0.02 g,0.27 g,0.02 g,0.00 g,0.00 g,0.00 g,0.64 g,0.041 g,0.088 g,0.389 g,0.00 mg,0.0 g,1.49 g,0.00 mg,0.00 mg,92.06 g
575,Nopales,100 g,16,0.1g,,0,21.00 mg,7.3 mg,3.00 mcg,0.00 mcg,0.410 mg,0.167 mg,0.041 mg,0.012 mg,457.00 IU,23.00 mcg,48.00 mcg,250.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.070 mg,9.3 mg,0.00 IU,0.00 mg,0.00 mg,5.3 mcg,164.00 mg,0.052 mg,0.59 mg,52.00 mg,0.457 mg,16.00 mg,257.00 mg,0.7 mcg,0.25 mg,1.32 g,0.050 g,0.052 g,0.086 g,0.008 g,0.145 g,0.046 g,0.025 g,0,0.049 g,0.077 g,0.059 g,0.015 g,0.049 g,0.043 g,0.043 g,0.040 g,0.014 g,0.029 g,0.059 g,3.33 g,2.2 g,1.15 g,0,0,0,0,0,0,0.09 g,0.016 g,0.018 g,0.050 g,0.00 mg,0.0 g,1.14 g,0.00 mg,0.00 mg,94.12 g
576,Jarabe de malta,100 g,318,0g,,0,35.00 mg,0,12.00 mcg,0.00 mcg,8.120 mg,0.171 mg,0.393 mg,0.011 mg,0.00 IU,0.00 mcg,0,0,0,0,0,0.00 mcg,0.500 mg,0.0 mg,0,0,0,0,61.00 mg,0.200 mg,0.96 mg,72.00 mg,0.100 mg,236.00 mg,320.00 mg,12.3 mcg,0.14 mg,6.20 g,0.271 g,0.283 g,0.558 g,0.065 g,1.006 g,0.252 g,0.132 g,0,0.210 g,0.378 g,0.267 g,0.110 g,0.260 g,0.459 g,0.232 g,0.208 g,0.075 g,0.169 g,0.304 g,71.30 g,0.0 g,71.30 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,1.30 g,0,0,21.10 g
582,Epazote,100 g,32,0.5g,,0,43.00 mg,0,215.00 mcg,0.00 mcg,0.639 mg,0.179 mg,0.348 mg,0.028 mg,57.00 IU,3.00 mcg,0,38.00 mcg,0,0,0,0.00 mcg,0.152 mg,3.6 mg,0.00 IU,0,0,0,275.00 mg,0.190 mg,1.88 mg,121.00 mg,3.098 mg,86.00 mg,633.00 mg,0.9 mcg,1.10 mg,0.33 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44 g,3.8 g,0,0,0,0,0,0,0,0.52 g,0,0,0,0.00 mg,0.0 g,2.50 g,0,0,89.21 g
583,Calabaza,100 g,26,0.1g,0.1g,0,1.00 mg,8.2 mg,16.00 mcg,0.00 mcg,0.600 mg,0.298 mg,0.110 mg,0.050 mg,8513.00 IU,426.00 mcg,4016.00 mcg,3100.00 mcg,0.00 mcg,1500.00 mcg,0,0.00 mcg,0.061 mg,9.0 mg,0.00 IU,1.06 mg,1.06 mg,1.1 mcg,21.00 mg,0.127 mg,0.80 mg,12.00 mg,0.125 mg,44.00 mg,340.00 mg,0.3 mcg,0.32 mg,1.00 g,0.028 g,0.054 g,0.102 g,0.003 g,0.184 g,0.027 g,0.016 g,0,0.031 g,0.046 g,0.054 g,0.011 g,0.032 g,0.026 g,0.044 g,0.029 g,0.012 g,0.042 g,0.035 g,6.50 g,0.5 g,2.76 g,0,0,0,0,0,0,0.10 g,0.052 g,0.013 g,0.005 g,0.00 mg,0.0 g,0.80 g,0.00 mg,0.00 mg,91.60 g
584,Zanahorias,100 g,41,0.2g,,0,69.00 mg,8.8 mg,19.00 mcg,0.00 mcg,0.983 mg,0.273 mg,0.058 mg,0.066 mg,16706.00 IU,835.00 mcg,3477.00 mcg,8285.00 mcg,0.00 mcg,256.00 mcg,0,0.00 mcg,0.138 mg,5.9 mg,0.00 IU,0.66 mg,0.66 mg,13.2 mcg,33.00 mg,0.045 mg,0.30 mg,12.00 mg,0.143 mg,35.00 mg,320.00 mg,0.1 mcg,0.24 mg,0.93 g,0.113 g,0.091 g,0.190 g,0.083 g,0.366 g,0.047 g,0.040 g,0,0.077 g,0.102 g,0.101 g,0.020 g,0.061 g,0.054 g,0.054 g,0.191 g,0.012 g,0.043 g,0.069 g,9.58 g,2.8 g,4.74 g,0.55 g,0.00 g,0.59 g,0.00 g,0.00 g,3.59 g,0.24 g,0.037 g,0.014 g,0.117 g,0.00 mg,0.0 g,0.97 g,0.00 mg,0.00 mg,88.29 g
585,Surimi de pescado,100 g,99,0.9g,0.2g,30mg,143.00 mg,0,2.00 mcg,0.00 mcg,0.220 mg,0.070 mg,0.021 mg,0.020 mg,67.00 IU,20.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,1.60 mcg,0.030 mg,0.0 mg,0,0.63 mg,0.63 mg,0.1 mcg,9.00 mg,0.032 mg,0.26 mg,43.00 mg,0.011 mg,282.00 mg,112.00 mg,28.1 mcg,0.33 mg,15.18 g,0.891 g,1.008 g,1.518 g,0.163 g,2.397 g,0.588 g,0.350 g,0,0.709 g,1.202 g,1.387 g,0.515 g,0.595 g,0.566 g,0.663 g,0.734 g,0.092 g,0.612 g,0.770 g,6.85 g,0.0 g,0.00 g,0,0,0,0,0,0,0.90 g,0.191 g,0.149 g,0.443 g,30.00 mg,0.0 g,0.72 g,0.00 mg,0.00 mg,76.34 g
586,Repollo crudo,100 g,25,0.1g,,0,18.00 mg,10.7 mg,43.00 mcg,0.00 mcg,0.234 mg,0.212 mg,0.040 mg,0.061 mg,98.00 IU,5.00 mcg,33.00 mcg,42.00 mcg,0.00 mcg,30.00 mcg,0,0.00 mcg,0.124 mg,36.6 mg,0.00 IU,0.15 mg,0.15 mg,76.0 mcg,40.00 mg,0.019 mg,0.47 mg,12.00 mg,0.160 mg,26.00 mg,170.00 mg,0.3 mcg,0.18 mg,1.28 g,0.042 g,0.075 g,0.122 g,0.011 g,0.294 g,0.030 g,0.022 g,0,0.030 g,0.041 g,0.044 g,0.012 g,0.032 g,0.048 g,0.053 g,0.035 g,0.011 g,0.019 g,0.042 g,5.80 g,2.5 g,3.20 g,1.45 g,0.00 g,1.67 g,0.00 g,0.01 g,0.08 g,0.10 g,0.034 g,0.017 g,0.017 g,0.00 mg,0.0 g,0.64 g,0.00 mg,0.00 mg,92.18 g
589,Pan de trigo,100 g,267,3.2g,0.8g,0,508.00 mg,18.7 mg,85.00 mcg,20.00 mcg,5.620 mg,0,0.253 mg,0.415 mg,2.00 IU,0.00 mcg,0.00 mcg,1.00 mcg,0.00 mcg,44.00 mcg,0,0.00 mcg,0.111 mg,0.2 mg,0.00 IU,0.19 mg,0.19 mg,4.9 mcg,133.00 mg,0.159 mg,3.49 mg,45.00 mg,1.177 mg,149.00 mg,177.00 mg,28.8 mcg,1.19 mg,10.72 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.68 g,4.0 g,5.91 g,2.45 g,0.00 g,1.78 g,0.00 g,1.68 g,0.00 g,3.24 g,0.777 g,0.607 g,1.499 g,0.00 mg,0.0 g,2.16 g,0.00 mg,0.00 mg,35.20 g
590,Queso edam,100 g,357,28g,18g,89mg,812.00 mg,15.4 mg,16.00 mcg,0.00 mcg,0.082 mg,0.281 mg,0.389 mg,0.037 mg,825.00 IU,243.00 mcg,0.00 mcg,11.00 mcg,0.00 mcg,0.00 mcg,0,1.54 mcg,0.076 mg,0.0 mg,20.00 IU,0.24 mg,0.24 mg,2.3 mcg,731.00 mg,0.036 mg,0.44 mg,30.00 mg,0.011 mg,536.00 mg,188.00 mg,14.5 mcg,3.75 mg,24.99 g,0.764 g,0.964 g,1.747 g,0.255 g,6.150 g,0.486 g,1.034 g,0,1.308 g,2.570 g,2.660 g,0.721 g,1.434 g,3.251 g,1.547 g,0.932 g,0.352 g,1.457 g,1.810 g,1.43 g,0.0 g,1.43 g,0,0,0,0,0,0,27.80 g,17.572 g,8.125 g,0.665 g,89.00 mg,0.0 g,4.22 g,0.00 mg,0.00 mg,41.56 g
