,nombre_del_platillo,ingredientes,kcal,carbohydrate,protein,total_fat,sugars,fiber
328,Camarones fritos,"8 cucharadas de mantequilla, dividida, 1 libra pelada y camarones de laurel, 1 cucharada de jugo de limón, dividido, 1 sal de ajo pellizcado, o al gusto, sal y pimienta negra molida al gusto",292,0,19,24,0,0
329,Pollo con salsa de limón,"½ taza de harina para todo uso, 1 sal pizca, 2 (6 onzas) sin piel, mitades de pechuga de pollo deshuesadas, 2 cucharadas de aceite de oliva, ¼ de taza de vino blanco seco, ¼ de taza de jugo de limón, ¼ taza de mantequilla sin sal, cortada, 2 pedazos, 2 alcaparras de cucharadas, drenadas, 2 cuñas de limón",639,29,43,39,1,2
330,Pollo asado mariposo con limón y romero,"1 cucharada de aceite de oliva, o según sea necesario, 1 (3 libras) de pollo entero, retornada retirada, sal kosher y pimienta negra molida al gusto, 1 limón, en rodajas en rondas, 4 ramitas romos frescos, ½ taza de vino blanco",268,3,37,12,0,1
331,Té de limón de miel,"1 taza de agua, 2 cucharaditas de miel, 1 cucharadita de jugo de limón fresco, 1 cucharadita de azúcar blanco o sabor",68,17,0,0,17,0
332,Glaseado de queso crema de limón,"1 (8 onzas) Paquete de queso crema, suavizado, ¼ de taza de mantequilla, 2 cucharadas de jugo de limón, 2 cucharaditas de ralladura de limón, 1 cucharadita de extracto de vainilla, 5 tazas de azúcar de confiteros",240,41,1,8,39,0
333,Barras de queso crema de limón,"  Spray de cocción, 2 (8 onzas) paquetes de masa de rollo de media luna refrigerada (como Pillsbury® Recipe Creations®), dividido, 2 limones, zestado y juzgado, dividido, 2 (8 onzas) paquetes de queso crema, suavizado, ½ taza de azúcar blanca, 2 cucharadas de mantequilla, derretida, 3 cucharadas de azúcar blanca",180,15,3,12,7,0
334,Naranja naranja de naranja de limón,"1 cucharada de aceite de oliva, 4 (4 onzas) Filetes de naranja, 1 naranja, jugo, 1 limón, jugo, ½ cucharadita de limón",144,8,19,4,4,2
335,Berenjena tostada con aceite de oliva con limón,"1 berenjena grande, 3 cucharadas de aceite de oliva virgen extra, sal y pimienta al gusto, 2 cucharadas de jugo de limón fresco",122,7,1,10,3,4
336,Salsa de vino para mariscos,"3 cucharadas de mantequilla, 2 cucharadas de chalotes picados, 2 dientes de ajo, picado, 1 cucharadita de estragón seco, ¼ cucharadita de sal, ¼ cucharadita de pimienta blanca, ¼ taza de vino blanco, 1 limón, 1 cucharada",105,5,1,9,0,1
337,Galletas fáciles de limón,"1 (15.25 onzas) Mezcla de pastel de limón, 2 huevos grandes, ? taza de aceite vegetal, 1 cucharadita de extracto de limón, ? copa de azúcar de confitores para decoración",88,12,1,4,7,0
338,Salmón de romero de limón,"1 limón, en rodajas finas, 4 ramitas romos frescos, 2 filetes de salmón, huesos y piel retirada, sal gruesa al gusto, 1 cucharada de aceite de oliva o según sea necesario",270,6,21,18,0,3
339,Salteado acelga suizo con queso parmesano,"2 cucharadas de aceite de oliva, 2 cucharadas de mantequilla, ½ ceboll Jugo de limón, o al gusto, 2 cucharadas de queso parmesano recién rallado, 1 sal pizca al gusto",145,5,2,13,1,1
340,Cóctel a la antigua,"1 cubo de azúcar, 1 cucharadita de agua, 1 amargo de tablero, 2 onzas fluidas whisky (centeno o bourbon), 1 giro de limón, ½ taza de cubitos de hielo, o según sea necesario, 1 porción de naranja, para guarnición, 1 cereza maráscina, para guarnición",28,7,0,0,4,0
341,Pastel de queso de merengue de limón,"2 tazas de migas de galletas de mantequilla, ¼ de taza de mantequilla derretida",501,52,8,29,33,0
342,Alioli real,"4 dientes grandes ajo fresco, pelado y en rodajas, ½ cucharadita de sal kosher u otra sal de grano de curso, 1 cucharadita de jugo de limón, o más al gusto, ½ taza de luz, aceite de oliva extra-virgin, 1 cucharadita de agua para ajustar la textura, o Más según sea necesario",175,1,0,19,0,0
343,Increíbles bollos de limón,"3 tazas de harina para todo uso, ? taza de azúcar blanca, 1 ½ cucharaditas de polvo de hornear, 1 ½ cucharaditas de bicarbonato de sodio, ? cucharadita de sal, ¾ taza de mantequilla fría, cortado en pedazos, 9 cucharadas de leche, 3 cucharadas de jugo de limón, 2 ½ cucharaditas de limón limón Zest, 1 ½ cucharaditas de vinagre",457,62,5,21,32,1
344,Chips de plátano al horno,"2 plátanos justo maduras, cortadas en rondas de 1/10 pulgadas de grosor, o más según sea necesario, 1 cucharadita de jugo de limón, o al gusto",112,27,1,0,15,3
345,Pollo con ajo de limón,"2 cucharadas de mantequilla, 3 mitades de pechuga de pollo sin piel sin piel, 1 ½ cucharaditas de sal, 1 ½ cucharaditas de pimienta negra molida, 2 cucharadas de ajo en polvo, dividido, 1 limón, jugo",219,5,25,11,1,1
346,Pollo con ajo de limón lento,"1 cucharadita de orégano seco, ½ cucharadita de sal, ¼ cucharadita de pimienta negra molida, 2 cucharadas de mantequilla, 2 libras sin piel, mitades de pechuga de pollo deshuesadas, ¼ de taza de agua, 3 cucharadas de jugo de limón fresco, 2 tintes ajo, picado, 1 abdominales de pollo en la teaspoon, gránulos de pollo, gránulos de pollo, gránulos de pollo, gránulos de pollo, gránulos, gránulas de pollo, bouillon de teaspoon, 1 cucharadita de perejil fresco picado",187,1,30,7,0,0
347,Mermelada de pera,"4 ½ tazas de peras maduras, ¼ de taza de jugo de limón, 3 cucharadas de fruta en polvo pectina, 1 cucharadita de canela molida, ½ cucharadita de clavo molido, ½ cucharadita de toda la espiga molida, ½ cucharadita -Permita frascos con tapas y anillos, o según sea necesario",100,25,0,0,25,0
348,Refrescante limonada de pepino,"1 taza de agua, ½ taza de azúcar blanca, 1 pepino, en rodajas, 6 limones, jugo",205,46,3,1,26,8
349,Pescado con aire frito,"1 taza de migajas de pan seco, ¼ de taza de aceite vegetal, 4 filetes de platijón, 1 huevo, batido, 1 limón, en rodajas",362,23,27,18,2,3
350,Peach de mamá nítido,"4 tazas de duraznos frescos en rodajas, ½ taza de harina para todo uso, ½ taza de azúcar morena, ½ taza de mantequilla fría, 1 cucharadita de canela molida, ¼ cucharadita de sal, 1 taza de avena enrollada",240,31,2,12,17,1
351,Pastel de durazno el camino de dos corteza anticuado,"1 (14.1 onzas) Pastel de paquete para un pastel de 9 pulgadas de doble corteza, 1 huevo, batido, 5 tazas de duraznos pelados en rodajas, 2 cucharadas de jugo de limón, 1 taza de azúcar blanca, ½ taza de harina de uso múltiple, ½ cucharadita de canela molida ¼ cucharadita de nuez moscada, ¼ cucharadita de sal, 2 cucharadas de mantequilla",436,59,5,20,30,2
352,Pastel de perno de durazno,"2 (16 onzas) latas de duraznos en jarabe pesado, 1 (18.25 onzas) paquete de pastel amarillo mezcla de pastel, ½ taza de mantequilla, ½ cucharadita de canela molida o sabor",154,24,1,6,16,1
353,Cobrante de durazno rápido y fácil,"½ taza de mantequilla sin sal, derretida, 1 taza de harina autónoma, 1 taza de azúcar blanca, 1 taza de leche, 2 (16 onzas) latas de duraznos en rodajas en jarabe pesado",236,39,2,8,31,1
354,Batido de frutas básicas,"1 cuarta de cuartos de galón, con cascos, 2 duraznos frescos: pelados, picados y en rodajas, 1 plátano, roto en trozos, 2 tazas de hielo, 1 taza",133,29,2,1,20,4
355,Zapatero de durazno a la antigua,"2 ½ tazas de harina para todo uso, 4 cucharadas de azúcar blanca, dividida, 1 cucharadita de sal, 1 taza de acortamiento, 1 huevo grande, ¼ de taza de agua fría, 1 cucharada de mantequilla, derretida",346,44,2,18,30,1
356,Zapatero de melocotón bisquick clásico,"1 taza de mezcla original de Bisquick®, 1 taza de leche, ½ cucharadita",439,63,4,19,50,2
357,Zapatero de mezcla de pastel de 3 ingredientes,"2 (15.25 onzas) latas de duraznos en jarabe ligero, 1 (15.25 onzas) paquete de pastel amarillo mezcla, ½ taza de mantequilla, derretida",451,66,4,19,42,2
358,Zapatero de fruta de masa fácil,"4 cucharadas de mantequilla, ¾ taza de harina para todo uso, ¾ taza de azúcar, 1 cucharadita de polvo de hornear, ¼ cucharadita de sal, ¾ taza de leche, 2 tazas de duraznos o nectarinas frescas, o arándanos enteros, fresas, frambuesas, moras o una combinación de combinación de combinación de frutas (o un paquete de 12 onzas de bayas congeladas), 1 cucharada de azúcar",393,65,4,13,47,1
359,Duraznos preservados,"12 duraznos frescos, picados y picados, 4 ½ tazas de azúcar blanco, 1 (2 onzas) paquete de pectina seca",60,15,0,0,15,0
360,Georgia Peach helado casero,"2 ½ libras de duraznos frescos: pelados, picados y picados, 1 pinta de crema media y media, ½ taza de azúcar blanca, 1 (14 onzas) lata de leche condensada endulzada, 1 (12 onzas fluidas) puede evaporar leche, 1 cucharadita de extracto de vainilla , 2 tazas de leche entera, o según sea necesario",113,14,3,5,13,0
361,Cobrante de durazno fácil,"1 taza de azúcar blanca, ½ taza de mantequilla, temperatura ambiente, 1 taza de harina autónoma, 1 taza de leche, 1 (15 onzas) puede duraznos",396,59,4,16,43,2
362,Muffins de durazno,"3 tazas de harina para todo uso, 1 cucharada de canela molida, 1 cucharadita de bicarbonato de sodio, 1 cucharadita de sal, 1 ¼ tazas de aceite vegetal, 3 huevos, ligeramente batidos, 2 tazas de azúcar blanca, 2 tazas peladas, picaduras y picadas",354,44,4,18,26,1
363,Pastel de durazno con duraznos congelados,"2 hojas de la corteza de pastel refrigerada, 2 cucharaditas de harina para todo uso, o según sea necesario, 2 libras de duraznos congelados en rodajas, ½ taza de azúcar blanca, 1 cucharadita de jugo de limón, ½ cucharadita de canela molida batido, 1 cucharada de azúcar blanco, 1 cucharada de azúcar espumosa gruesa",357,47,4,17,19,2
364,Peaches galardonados y pastel de crema,"¾ taza de harina para todo uso, ½ cucharadita de sal, 1 cucharadita de polvo de hornear, 1 (3 onzas) paquete de budín de vainilla no instantánea, 3 cucharadas de mantequilla, suavizado, 1 huevo, ½ taza de leche, 1 (29 onzas) puede colocar melocotón en rodajas , drenado y jarabe reservado, 1 (8 onzas) de queso crema de paquete, suavizado, ½ taza de azúcar blanco, 1 cucharada de azúcar blanca, 1 cucharadita de canela molida",375,54,6,15,42,1
365,"Duraznos y crema, literalmente","4 duraznos frescos, o según sea necesario, ? taza de azúcar blanca, o al gusto, ¼ de taza de agua, 1 ½ tazas de crema espesa",405,25,2,33,23,0
366,Los duraznos en escabeche del sur de Nana,"4 tazas de azúcar blanca, 1 taza de vinagre blanco, 1 taza de agua, 2 cucharadas de clavo entero, 4 libras de duraznos de piedra de clavos, blanqueados y pelados, 5 (3 pulgadas) palitos de canela",92,23,0,0,0,0
367,Arándano y durazno crujiente,"2 (10 onzas) paquetes de duraznos en rodajas congeladas (como Cascadian Farm®), descongelados y drenados, 1 (10 onzas) paquete de arándanos congelados (como Cascadian Farm®), descongelado y drenado, 2 buques de limón, 2 cucharadas All- harina de propósito, 2 cucharadas de azúcar blanca",236,38,3,8,28,3
368,Cobrante de durazno fácil con duraznos enlatados,"2 (29 onzas) latas de duraznos en rodajas en jugo, 2 tazas de harina para todo uso, 1 taza de azúcar, ¾ taza de mantequilla sin sal, suavizado, 1 taza de nueces picadas",286,37,3,14,23,2
369,Zapatero de frutas fácil,"1 taza de harina para todo uso, 2 cucharaditas en polvo de horno, ¾ taza de azúcar blanca, ¾ taza de leche, ¼ de taza de mantequilla, 2 tazas de duraznos frescos en rodajas",198,34,2,6,22,0
370,Cobrante de melocotón de mantequilla de galletas,"2 (29 onzas) latas de duraznos, ¾ taza de azúcar blanca, ½ taza de azúcar morena, ½ taza de mantequilla sin sal, 1 cucharada de maicena, 1 cucharadita de extracto de vainilla, 1 cucharadita de canela molida, ½ cucharadita puede la masa de galleta de suero de leche refrigerada (como Pillsbury Grands! ®), 1 canela en tierra de pellizco, 1 azúcar blanca con pellizco, nuez moscada, 1 masa para una corteza de pastel de 9 pulgadas",501,73,5,21,46,3
371,Cobrante de durazno fácil con mezcla de pastel,"12 duraznos frescos, picados y en rodajas, 1 taza de agua, 1 taza de azúcar blanca, ½ cucharadita de canela molida, 1 (18.25 onzas) paquete de pastel blanco, 1 (8 onzas) paquete de queso crema, ½ taza de mantequilla",407,56,3,19,46,0
372,GA PIEDO DE PEQUETO,"1 taza de mantequilla o margarina, ablandado, 2 tazas de azúcar blanca, 4 huevos, 1 cucharadita de extracto de vainilla, 3 tazas de harina para todo uso, 1 cucharadita de horno en polvo, ½ cucharadita de sal, 2 tazas de duraznos frescos, picados y picados",309,44,4,13,26,1
373,Sangría de durazno blanco,"4 (750 mililitros) Botellas de vino Moscato, 4 (12 onzas fluidas) latas o botellas de refrescos de lima de limón (como Sprite®), 1 taza ) Paquete de fresas frescas, en rodajas, 2 mangos - peladas, sembradas y en rodajas, ½ piña fresca - pelado, con núcleo y cortado en trozos, 1 (6 onzas) contenedor de frambuesas frescas",168,41,1,0,22,2
374,Zapatero de melocotón del sur,"½ taza de mantequilla, 1 taza de azúcar blanca, ¾ taza de harina autocontrol, ¾ taza de leche, 1 (29 onzas) lata de duraznos en rodajas en jarabe ligero",320,50,3,12,40,2
375,Helado de durazno,"6 huevos grandes, batidos, 3 ½ tazas de azúcar blanco, 10 duraznos frescos, picados y picados, 4 tazas de crema espesa, 2 tazas de crema media y media, 2 cucharaditas de extracto de vainilla, ¾ cucharadita de sal",234,25,2,14,24,0
376,Zapatero de durazno crujiente,"6 duraznos frescos grandes, picados y cortados en octavos, 1 limón, zestado y juzgado",377,62,3,13,45,1
377,Crema de duraznos al horno,"8 cucharaditas de azúcar morena, 2 cucharadas de mantequilla, cortado en 8 piezas, 1 canela molida de pizca, o más al gusto, 4 duraznos maduros, a la mitad y picada, 4 cucharadas de helado de vainilla",144,17,1,8,16,0
378,Peach y zapatero de moras,"4 tazas de duraznos frescos pelados y en rodajas, 1 taza de moras frescas, ¼ de taza de azúcar blanca, 1 cucharadita de canela molida, 1 cucharada de jugo de limón, ½ taza de mantequilla, derretido, 1 ¼ tazas de harina de purpos, 1 taza de azúcar blanca, 2 teaspoons polvo, ½ cucharadita de sal, 1 taza de leche",224,36,2,8,25,1
379,Llenado de pastel de durazno congelador,"2 ½ tazas de duraznos en rodajas, ¾ taza de azúcar blanca, 1 cucharada de maicena, 1 cucharada de tapioca minuto, 1 tablero de nuez moscada",128,31,1,0,28,2
380,Batido de plátano de durazno,"1 taza de yogurt liso, 1 (15.25 onzas) de duraznos, 2 plátanos, en rodajas, ¼ taza de jugo de naranja, ¼ de taza de azúcar blanca, o para sabor, 2 cubos hielo",205,44,5,1,36,3
381,Pastel de durazno II,"3 huevo, batido, 1 ¾ tazas de azúcar blanca, 1 taza de aceite vegetal, 2 tazas de harina de uso múltiple, 1 cucharadita de sal, 1 cucharadita de canela molida, 1 cucharadita de bicarbonato de sodio, 2 tazas de duraznos frescos - pelados, picados y en rodajas, ½ ½ ½ ½ ½ tazas taza de nueces picadas",212,24,2,12,15,1
382,Pastel de durazno,"¼ de taza de mantequilla, ½ taza de azúcar marrón claro empaquetado, ¼ cucharadita de nuez moscada molida, 5 duraznos frescos: pelados, picados y reducidos a la mitad, ½ taza de mantequilla, suavizado, ½ taza de azúcar blanca, 1 huevo, 1 ¼ tazas de harina para todo uso, 2 buquespoons polvo de hornear, ½ cucharadita de sal, ½ taza de leche",320,41,3,16,27,1
383,Pastel de durazno,"10 duraznos frescos, picados y en rodajas, ? Taza de harina para todo uso, 1 taza de azúcar blanca, ¼ de taza de mantequilla, 1 pastel de receta para un pastel de corteza doble de 9 pulgadas",429,57,3,21,33,2
384,El mejor zapatero de melocotón,"1 (29 onzas) CAN Peaches en rodajas, 2 cucharadas de mantequilla, derretida, 1 canela molida de pizca, 1 nuez moscada molida, 1 cucharada de maíz, ½ taza de agua, 1 taza de leche, 1 taza de azúcar blanca, 1 taza de harina, 2 harina, 2 cucharaditas de polvo de hornear, 1 pizca de sal, ½ taza de mantequilla, 1 cucharadita de canela molida, ¼ cucharadita de nuez moscada",259,48,1,7,33,2
385,Peach Cobbler VI,"1 taza de harina para todo uso, ½ taza de azúcar morena, ½ taza de azúcar blanca, 2 cucharaditas de horno en polvo, ½ cucharadita de sal, 1 cucharadita de extracto de vainilla, ¾ taza de leche, ½ taza de margarina, derretida, 1 (29 onzas) puede lata de dama , drenado, 1 cucharadita de canela de tierra",308,47,3,12,33,2
386,Cobrante de melocotón fácil de estarar,"1 (29 onzas) CAN Peaches en rodajas, 2 cucharaditas de canela molida (opcional), ¼ de taza de azúcar blanca, 1 (9 onzas) paquete de pastel amarillo, 4 cucharaditas margarinas",303,57,3,7,41,3
387,Pastel de durazno de una sola corteza,"¾ taza de azúcar blanca, 2 cucharadas de mantequilla, ablandado, ? Taza de harina para todo uso, ¼ cucharadita",250,38,2,10,23,1
388,Zapatero de durazno fresco yo,"½ taza de azúcar blanco, 1 cucharada de maicena, ¼ cucharadita de canela molida, 4 tazas de duraznos frescos en rodajas, 1 cucharadita de jugo de limón",247,43,3,7,25,1
389,Pastel de vertido de durazno de Marie,"1 (29 onzas) de lata duraznos en rodajas en jarabe pesado, sin drenaje, 1 (18.25 onzas) Box Mezcla de pastel amarillo, ¾ taza de mantequilla, cortado en palmotas o más si es necesario",329,42,2,17,26,1
390,Budín de pan de durazno con salsa de caramelo,"2 tazas de duraznos frescos: pelados, picados y reducidos a la mitad, 1 (14 onzas) lata de leche condensada endulzada, 3 huevos, ligeramente batidos, 1 ¼ tazas de agua caliente, ¼ de taza de mantequilla, derretida, 1 cucharadita de canela molida, 1 buque de vainilla, 4 de la cubierta de vaina, 4. Topes de pan francés, roto en trozos pequeños",464,61,10,20,36,1
391,Ensalada Caprese de durazno y tomate,"2 cucharadas de aceite de oliva extra -virgin, 1 cucharada de vinagre balsámico, 1 cucharadita de sal en escamas, dividido, 2 tomates grandes de la reliquia, en rodajas finas, 2 duraznos maduros, a la mitad, a la mitad, a la espada y en la mitad de las lunas, 6 hojas frescas, 1 (8 (8 (8 (8 onza) Bola de mozzarella fresca, en rodajas finas",247,8,11,19,7,1
